"Census","School Name","Category","Year Level","Students"
"18 February 2015","Gilmore Primary School","Gov","Year 4","13"
"18 February 2015","Gilmore Primary School","Gov","Year 3","19"
"18 February 2015","Gilmore Primary School","Gov","Year 2","10"
"18 February 2015","Gilmore Primary School","Gov","Year 1","13"
"18 February 2015","Gilmore Primary School","Gov","Preschool","23"
"18 February 2015","Gilmore Primary School","Gov","Kindergarten","17"
"18 February 2015","Giralang Primary School","Gov","Year 6","21"
"18 February 2015","Giralang Primary School","Gov","Year 5","23"
"18 February 2015","Giralang Primary School","Gov","Year 4","33"
"18 February 2015","Giralang Primary School","Gov","Year 3","21"
"18 February 2015","Giralang Primary School","Gov","Year 2","48"
"18 February 2015","Giralang Primary School","Gov","Year 1","32"
"18 February 2015","Giralang Primary School","Gov","Preschool","63"
"18 February 2015","Giralang Primary School","Gov","Kindergarten","42"
"18 February 2015","Gold Creek School","Gov","Year 9","127"
"18 February 2015","Gold Creek School","Gov","Year 8","117"
"18 February 2015","Gold Creek School","Gov","Year 7","127"
"18 February 2015","Gold Creek School","Gov","Year 6","61"
"18 February 2015","Gold Creek School","Gov","Year 5","63"
"18 February 2015","Gold Creek School","Gov","Year 4","69"
"18 February 2015","Gold Creek School","Gov","Year 3","73"
"18 February 2015","Gold Creek School","Gov","Year 2","68"
"18 February 2015","Gold Creek School","Gov","Year 10","130"
"18 February 2015","Gold Creek School","Gov","Year 1","62"
"18 February 2015","Gold Creek School","Gov","Preschool","126"
"18 February 2015","Gold Creek School","Gov","Kindergarten","75"
"18 February 2015","Good Shepherd Primary School","Non Gov","Year 6","99"
"18 February 2015","Good Shepherd Primary School","Non Gov","Year 5","92"
"18 February 2015","Good Shepherd Primary School","Non Gov","Year 4","78"
"18 February 2015","Good Shepherd Primary School","Non Gov","Year 3","104"
"18 February 2015","Good Shepherd Primary School","Non Gov","Year 2","78"
"18 February 2015","Good Shepherd Primary School","Non Gov","Year 1","79"
"18 February 2015","Good Shepherd Primary School","Non Gov","Kindergarten","91"
"18 February 2015","Gordon Primary School","Gov","Year 6","41"
"18 February 2015","Gordon Primary School","Gov","Year 5","46"
"18 February 2015","Gordon Primary School","Gov","Year 4","60"
"18 February 2015","Gordon Primary School","Gov","Year 3","70"
"18 February 2015","Gordon Primary School","Gov","Year 2","52"
"18 February 2015","Gordon Primary School","Gov","Year 1","70"
"18 February 2015","Gordon Primary School","Gov","Preschool","108"
"18 February 2015","Gordon Primary School","Gov","Kindergarten","68"
"18 February 2015","Gowrie Primary School","Gov","Year 6","25"
"18 February 2015","Gowrie Primary School","Gov","Year 5","28"
"18 February 2015","Gowrie Primary School","Gov","Year 4","37"
"18 February 2015","Gowrie Primary School","Gov","Year 3","26"
"18 February 2015","Gowrie Primary School","Gov","Year 2","31"
"18 February 2015","Gowrie Primary School","Gov","Year 1","30"
"18 February 2015","Gowrie Primary School","Gov","Preschool","39"
"18 February 2015","Gowrie Primary School","Gov","Kindergarten","46"
"18 February 2015","Gungahlin College","Gov","Year 12","489"
"18 February 2015","Gungahlin College","Gov","Year 11","479"
"18 February 2015","Gungahlin College","Gov","Year 10","23"
"18 February 2015","Harrison School","Gov","Year 9","102"
"18 February 2015","Harrison School","Gov","Year 8","98"
"18 February 2015","Harrison School","Gov","Year 7","100"
"18 February 2015","Harrison School","Gov","Year 6","129"
"18 February 2015","Harrison School","Gov","Year 5","134"
"18 February 2015","Harrison School","Gov","Year 4","145"
"18 February 2015","Harrison School","Gov","Year 3","160"
"18 February 2015","Harrison School","Gov","Year 2","143"
"18 February 2015","Harrison School","Gov","Year 10","100"
"18 February 2015","Harrison School","Gov","Year 1","130"
"18 February 2015","Harrison School","Gov","Preschool","149"
"18 February 2015","Harrison School","Gov","Kindergarten","173"
"18 February 2015","Hawker College","Gov","Year 12","215"
"18 February 2015","Hawker College","Gov","Year 11","207"
"18 February 2015","Hawker Primary School","Gov","Year 6","34"
"18 February 2015","Hawker Primary School","Gov","Year 5","52"
"18 February 2015","Hawker Primary School","Gov","Year 4","46"
"18 February 2015","Hawker Primary School","Gov","Year 3","44"
"18 February 2015","Hawker Primary School","Gov","Year 2","38"
"18 February 2015","Hawker Primary School","Gov","Year 1","43"
"18 February 2015","Hawker Primary School","Gov","Preschool","48"
"18 February 2015","Hawker Primary School","Gov","Kindergarten","56"
"18 February 2015","Holy Family Primary School","Non Gov","Year 6","83"
"18 February 2015","Holy Family Primary School","Non Gov","Year 5","71"
"18 February 2015","Holy Family Primary School","Non Gov","Year 4","94"
"18 February 2015","Holy Family Primary School","Non Gov","Year 3","103"
"18 February 2015","Holy Family Primary School","Non Gov","Year 2","110"
"18 February 2015","Holy Family Primary School","Non Gov","Year 1","104"
"18 February 2015","Holy Family Primary School","Non Gov","Preschool","90"
"18 February 2015","Holy Family Primary School","Non Gov","Kindergarten","96"
"18 February 2015","Holy Spirit Primary School","Non Gov","Year 6","80"
"18 February 2015","Holy Spirit Primary School","Non Gov","Year 5","83"
"18 February 2015","Holy Spirit Primary School","Non Gov","Year 4","76"
"18 February 2015","Holy Spirit Primary School","Non Gov","Year 3","72"
"18 February 2015","Holy Spirit Primary School","Non Gov","Year 2","71"
"18 February 2015","Holy Spirit Primary School","Non Gov","Year 1","92"
"18 February 2015","Holy Spirit Primary School","Non Gov","Kindergarten","86"
"18 February 2015","Holy Trinity Primary School","Non Gov","Year 6","35"
"18 February 2015","Holy Trinity Primary School","Non Gov","Year 5","23"
"18 February 2015","Holy Trinity Primary School","Non Gov","Year 4","30"
"18 February 2015","Holy Trinity Primary School","Non Gov","Year 3","56"
"18 February 2015","Holy Trinity Primary School","Non Gov","Year 2","55"
"18 February 2015","Holy Trinity Primary School","Non Gov","Year 1","56"
"18 February 2015","Holy Trinity Primary School","Non Gov","Preschool","53"
"18 February 2015","Holy Trinity Primary School","Non Gov","Kindergarten","54"
"18 February 2015","Hughes Primary School","Gov","Kindergarten","60"
"18 February 2015","Hughes Primary School","Gov","Year 6","46"
"18 February 2015","Hughes Primary School","Gov","Year 5","52"
"18 February 2015","Hughes Primary School","Gov","Year 4","57"
"18 February 2015","Hughes Primary School","Gov","Year 3","55"
"18 February 2015","Hughes Primary School","Gov","Year 2","61"
"18 February 2015","Hughes Primary School","Gov","Year 1","61"
"18 February 2015","Hughes Primary School","Gov","Preschool","46"
"18 February 2015","Isabella Plains Early Childhood School","Gov","Preschool","83"
"18 February 2015","Isabella Plains Early Childhood School","Gov","Kindergarten","47"
"18 February 2015","Isabella Plains Early Childhood School","Gov","Year 1","29"
"18 February 2015","Isabella Plains Early Childhood School","Gov","Year 2","23"
"18 February 2015","Islamic School of Canberra","Non Gov","Year 6","24"
"18 February 2015","Islamic School of Canberra","Non Gov","Year 5","29"
"18 February 2015","Islamic School of Canberra","Non Gov","Kindergarten","35"
"18 February 2015","Islamic School of Canberra","Non Gov","Year 4","30"
"18 February 2015","Islamic School of Canberra","Non Gov","Year 3","31"
"18 February 2015","Islamic School of Canberra","Non Gov","Year 2","34"
"18 February 2015","Islamic School of Canberra","Non Gov","Year 1","28"
"18 February 2015","Islamic School of Canberra","Non Gov","Year 7","14"
"18 February 2015","Jervis Bay School","Gov","Year 4","10"
"18 February 2015","Jervis Bay School","Gov","Year 6","5"
"18 February 2015","Jervis Bay School","Gov","Year 5","4"
"18 February 2015","Jervis Bay School","Gov","Year 3","8"
"18 February 2015","Jervis Bay School","Gov","Year 2","9"
"18 February 2015","Jervis Bay School","Gov","Year 1","6"
"18 February 2015","Jervis Bay School","Gov","Preschool","22"
"18 February 2015","Jervis Bay School","Gov","Kindergarten","8"
"18 February 2015","Kaleen Primary School","Gov","Year 6","52"
"18 February 2015","Kaleen Primary School","Gov","Year 5","74"
"18 February 2015","Kaleen Primary School","Gov","Year 4","74"
"18 February 2015","Kaleen Primary School","Gov","Year 3","75"
"18 February 2015","Kaleen Primary School","Gov","Year 2","79"
"18 February 2015","Kaleen Primary School","Gov","Year 1","71"
"18 February 2015","Kaleen Primary School","Gov","Preschool","94"
"18 February 2015","Kaleen Primary School","Gov","Kindergarten","75"
"18 February 2015","Kingsford Smith School","Gov","Year 3","67"
"18 February 2015","Kingsford Smith School","Gov","Year 9","84"
"18 February 2015","Kingsford Smith School","Gov","Year 8","82"
"18 February 2015","Kingsford Smith School","Gov","Year 7","74"
"18 February 2015","Kingsford Smith School","Gov","Year 6","61"
"18 February 2015","Kingsford Smith School","Gov","Year 5","67"
"18 February 2015","Kingsford Smith School","Gov","Year 4","63"
"18 February 2015","Kingsford Smith School","Gov","Year 2","72"
"18 February 2015","Kingsford Smith School","Gov","Year 10","95"
"18 February 2015","Kingsford Smith School","Gov","Year 1","71"
"18 February 2015","Kingsford Smith School","Gov","Preschool","85"
"18 February 2015","Kingsford Smith School","Gov","Kindergarten","67"
"18 February 2015","Koori Preschool","Gov","Preschool","79"
"18 February 2015","Lake Tuggeranong College","Gov","Year 12","385"
"18 February 2015","Lake Tuggeranong College","Gov","Year 11","424"
"18 February 2015","Lake Tuggeranong College","Gov","Year 10","4"
"18 February 2015","Lanyon High School","Gov","Year 9","91"
"18 February 2015","Lanyon High School","Gov","Year 8","96"
"18 February 2015","Lanyon High School","Gov","Year 7","74"
"18 February 2015","Lanyon High School","Gov","Year 10","94"
"18 February 2015","Latham Primary School","Gov","Year 1","44"
"18 February 2015","Latham Primary School","Gov","Year 6","38"
"18 February 2015","Latham Primary School","Gov","Year 5","26"
"18 February 2015","Latham Primary School","Gov","Year 4","46"
"18 February 2015","Latham Primary School","Gov","Year 3","39"
"18 February 2015","Latham Primary School","Gov","Year 2","47"
"18 February 2015","Latham Primary School","Gov","Preschool","48"
"18 February 2015","Latham Primary School","Gov","Kindergarten","48"
"18 February 2015","Lyneham High School","Gov","Year 7","265"
"18 February 2015","Lyneham High School","Gov","Year 10","264"
"18 February 2015","Lyneham High School","Gov","Year 9","265"
"18 February 2015","Lyneham High School","Gov","Year 8","256"
"18 February 2015","Lyneham Primary School","Gov","Year 3","46"
"18 February 2015","Lyneham Primary School","Gov","Year 2","50"
"18 February 2015","Lyneham Primary School","Gov","Year 1","53"
"18 February 2015","Lyneham Primary School","Gov","Year 4","71"
"18 February 2015","Lyneham Primary School","Gov","Preschool","71"
"18 February 2015","Lyneham Primary School","Gov","Year 6","60"
"18 February 2015","Lyneham Primary School","Gov","Year 5","52"
"18 February 2015","Lyneham Primary School","Gov","Kindergarten","68"
"18 February 2015","Lyons Early Childhood School","Gov","Kindergarten","49"
"18 February 2015","Lyons Early Childhood School","Gov","Preschool","66"
"18 February 2015","Lyons Early Childhood School","Gov","Year 1","33"
"18 February 2015","Lyons Early Childhood School","Gov","Year 2","31"
"18 February 2015","Macgregor Primary School","Gov","Year 6","39"
"18 February 2015","Macgregor Primary School","Gov","Kindergarten","94"
"18 February 2015","Macgregor Primary School","Gov","Preschool","82"
"18 February 2015","Macgregor Primary School","Gov","Year 1","64"
"18 February 2015","Macgregor Primary School","Gov","Year 2","68"
"18 February 2015","Macgregor Primary School","Gov","Year 3","79"
"18 February 2015","Macgregor Primary School","Gov","Year 4","52"
"18 February 2015","Macgregor Primary School","Gov","Year 5","54"
"18 February 2015","Macquarie Primary School","Gov","Year 6","49"
"18 February 2015","Macquarie Primary School","Gov","Kindergarten","50"
"18 February 2015","Macquarie Primary School","Gov","Preschool","49"
"18 February 2015","Macquarie Primary School","Gov","Year 1","32"
"18 February 2015","Macquarie Primary School","Gov","Year 2","53"
"18 February 2015","Macquarie Primary School","Gov","Year 3","54"
"18 February 2015","Macquarie Primary School","Gov","Year 4","54"
"18 February 2015","Macquarie Primary School","Gov","Year 5","39"
"18 February 2015","Majura Primary School","Gov","Year 6","66"
"18 February 2015","Majura Primary School","Gov","Kindergarten","82"
"18 February 2015","Majura Primary School","Gov","Preschool","87"
"18 February 2015","Majura Primary School","Gov","Year 1","79"
"18 February 2015","Majura Primary School","Gov","Year 2","69"
"18 February 2015","Majura Primary School","Gov","Year 3","74"
"18 February 2015","Majura Primary School","Gov","Year 4","68"
"18 February 2015","Majura Primary School","Gov","Year 5","73"
"18 February 2015","Malkara School","Gov","Year 4","10"
"18 February 2015","Malkara School","Gov","Kindergarten","13"
"18 February 2015","Malkara School","Gov","Preschool","20"
"18 February 2015","Malkara School","Gov","Year 1","4"
"18 February 2015","Malkara School","Gov","Year 2","7"
"18 February 2015","Malkara School","Gov","Year 3","14"
"18 February 2015","Malkara School","Gov","Year 5","14"
"18 February 2015","Malkara School","Gov","Year 6","5"
"18 February 2015","Maribyrnong Primary School","Gov","Year 6","40"
"18 February 2015","Maribyrnong Primary School","Gov","Year 2","34"
"18 February 2015","Maribyrnong Primary School","Gov","Year 1","57"
"18 February 2015","Maribyrnong Primary School","Gov","Preschool","70"
"18 February 2015","Maribyrnong Primary School","Gov","Kindergarten","51"
"18 February 2015","Maribyrnong Primary School","Gov","Year 3","45"
"18 February 2015","Maribyrnong Primary School","Gov","Year 4","35"
"18 February 2015","Maribyrnong Primary School","Gov","Year 5","30"
"18 February 2015","Marist College Canberra","Non Gov","Year 9","233"
"18 February 2015","Marist College Canberra","Non Gov","Year 8","203"
"18 February 2015","Marist College Canberra","Non Gov","Year 7","210"
"18 February 2015","Marist College Canberra","Non Gov","Year 12","181"
"18 February 2015","Marist College Canberra","Non Gov","Year 11","189"
"18 February 2015","Marist College Canberra","Non Gov","Year 10","214"
"18 February 2015","Marist College Canberra","Non Gov","Year 6","150"
"18 February 2015","Marist College Canberra","Non Gov","Year 5","119"
"18 February 2015","Marist College Canberra","Non Gov","Year 4","120"
"18 February 2015","Mawson Primary School","Gov","Kindergarten","54"
"18 February 2015","Mawson Primary School","Gov","Preschool","50"
"18 February 2015","Mawson Primary School","Gov","Year 1","62"
"18 February 2015","Mawson Primary School","Gov","Year 2","40"
"18 February 2015","Mawson Primary School","Gov","Year 3","30"
"18 February 2015","Mawson Primary School","Gov","Year 4","36"
"18 February 2015","Mawson Primary School","Gov","Year 5","40"
"18 February 2015","Mawson Primary School","Gov","Year 6","28"
"18 February 2015","Melba Copland Secondary School","Gov","Year 10","112"
"18 February 2015","Melba Copland Secondary School","Gov","Year 9","89"
"18 February 2015","Melba Copland Secondary School","Gov","Year 8","81"
"18 February 2015","Melba Copland Secondary School","Gov","Year 11","86"
"18 February 2015","Melba Copland Secondary School","Gov","Year 12","88"
"18 February 2015","Melba Copland Secondary School","Gov","Year 7","104"
"18 February 2015","Melrose High School","Gov","Year 10","175"
"18 February 2015","Melrose High School","Gov","Year 8","150"
"18 February 2015","Melrose High School","Gov","Year 7","178"
"18 February 2015","Melrose High School","Gov","Year 9","198"
"18 February 2015","Merici College","Non Gov","Year 7","162"
"18 February 2015","Merici College","Non Gov","Year 9","182"
"18 February 2015","Merici College","Non Gov","Year 8","151"
"18 February 2015","Merici College","Non Gov","Year 12","142"
"18 February 2015","Merici College","Non Gov","Year 11","149"
"18 February 2015","Merici College","Non Gov","Year 10","170"
"18 February 2015","Miles Franklin Primary School","Gov","Year 6","50"
"18 February 2015","Miles Franklin Primary School","Gov","Year 5","51"
"18 February 2015","Miles Franklin Primary School","Gov","Year 4","53"
"18 February 2015","Miles Franklin Primary School","Gov","Year 3","56"
"18 February 2015","Miles Franklin Primary School","Gov","Year 2","69"
"18 February 2015","Miles Franklin Primary School","Gov","Year 1","73"
"18 February 2015","Miles Franklin Primary School","Gov","Preschool","74"
"18 February 2015","Miles Franklin Primary School","Gov","Kindergarten","70"
"18 February 2015","Monash Primary School","Gov","Preschool","66"
"18 February 2015","Monash Primary School","Gov","Year 6","70"
"18 February 2015","Monash Primary School","Gov","Year 5","40"
"18 February 2015","Monash Primary School","Gov","Year 4","58"
"18 February 2015","Monash Primary School","Gov","Year 3","65"
"18 February 2015","Monash Primary School","Gov","Year 2","46"
"18 February 2015","Monash Primary School","Gov","Year 1","72"
"18 February 2015","Monash Primary School","Gov","Kindergarten","63"
"18 February 2015","Mother Teresa School","Non Gov","Year 6","23"
"18 February 2015","Mother Teresa School","Non Gov","Year 5","49"
"18 February 2015","Mother Teresa School","Non Gov","Year 4","76"
"18 February 2015","Mother Teresa School","Non Gov","Year 3","100"
"18 February 2015","Mother Teresa School","Non Gov","Year 2","100"
"18 February 2015","Mother Teresa School","Non Gov","Year 1","102"
"18 February 2015","Mother Teresa School","Non Gov","Preschool","110"
"18 February 2015","Mother Teresa School","Non Gov","Kindergarten","95"
"18 February 2015","Mount Rogers Primary School","Gov","Year 6","48"
"18 February 2015","Mount Rogers Primary School","Gov","Year 5","39"
"18 February 2015","Mount Rogers Primary School","Gov","Year 4","55"
"18 February 2015","Mount Rogers Primary School","Gov","Year 3","51"
"18 February 2015","Mount Rogers Primary School","Gov","Year 2","67"
"18 February 2015","Mount Rogers Primary School","Gov","Year 1","59"
"18 February 2015","Mount Rogers Primary School","Gov","Preschool","114"
"18 February 2015","Mount Rogers Primary School","Gov","Kindergarten","63"
"18 February 2015","Mount Stromlo High School","Gov","Year 8","139"
"18 February 2015","Mount Stromlo High School","Gov","Year 9","121"
"18 February 2015","Mount Stromlo High School","Gov","Year 7","158"
"18 February 2015","Mount Stromlo High School","Gov","Year 10","151"
"18 February 2015","Namadgi School","Gov","Year 9","56"
"18 February 2015","Namadgi School","Gov","Year 8","45"
"18 February 2015","Namadgi School","Gov","Year 7","45"
"18 February 2015","Namadgi School","Gov","Year 6","52"
"18 February 2015","Namadgi School","Gov","Year 5","43"
"18 February 2015","Namadgi School","Gov","Year 4","63"
"18 February 2015","Namadgi School","Gov","Year 3","70"
"18 February 2015","Namadgi School","Gov","Year 2","61"
"18 February 2015","Namadgi School","Gov","Year 10","67"
"18 February 2015","Namadgi School","Gov","Year 1","58"
"18 February 2015","Namadgi School","Gov","Preschool","96"
"18 February 2015","Namadgi School","Gov","Kindergarten","48"
"18 February 2015","Narrabundah College","Gov","Year 12","440"
"18 February 2015","Narrabundah College","Gov","Year 11","504"
"18 February 2015","Narrabundah Early Childhood School","Gov","Year 2","12"
"18 February 2015","Narrabundah Early Childhood School","Gov","Year 1","23"
"18 February 2015","Narrabundah Early Childhood School","Gov","Preschool","67"
"18 February 2015","Narrabundah Early Childhood School","Gov","Kindergarten","23"
"18 February 2015","Neville Bonner Primary School","Gov","Year 6","10"
"18 February 2015","Neville Bonner Primary School","Gov","Year 5","32"
"18 February 2015","Neville Bonner Primary School","Gov","Year 4","33"
"18 February 2015","Neville Bonner Primary School","Gov","Year 3","30"
"18 February 2015","Neville Bonner Primary School","Gov","Year 2","63"
"18 February 2015","Neville Bonner Primary School","Gov","Year 1","88"
"18 February 2015","Neville Bonner Primary School","Gov","Preschool","134"
"18 February 2015","Neville Bonner Primary School","Gov","Kindergarten","96"
"18 February 2015","Ngunnawal Primary School","Gov","Year 6","72"
"18 February 2015","Ngunnawal Primary School","Gov","Year 5","67"
"18 February 2015","Ngunnawal Primary School","Gov","Year 4","85"
"18 February 2015","Ngunnawal Primary School","Gov","Year 3","84"
"18 February 2015","Ngunnawal Primary School","Gov","Year 2","71"
"18 February 2015","Ngunnawal Primary School","Gov","Year 1","80"
"18 February 2015","Ngunnawal Primary School","Gov","Preschool","133"
"18 February 2015","Ngunnawal Primary School","Gov","Kindergarten","92"
"18 February 2015","North Ainslie Primary School","Gov","Year 6","41"
"18 February 2015","North Ainslie Primary School","Gov","Year 5","60"
"18 February 2015","North Ainslie Primary School","Gov","Year 4","63"
"18 February 2015","North Ainslie Primary School","Gov","Year 3","76"
"18 February 2015","North Ainslie Primary School","Gov","Year 2","68"
"18 February 2015","North Ainslie Primary School","Gov","Year 1","85"
"18 February 2015","North Ainslie Primary School","Gov","Preschool","88"
"18 February 2015","North Ainslie Primary School","Gov","Kindergarten","75"
"18 February 2015","O'Connor Cooperative School","Gov","Year 2","15"
"18 February 2015","O'Connor Cooperative School","Gov","Year 1","18"
"18 February 2015","O'Connor Cooperative School","Gov","Preschool","18"
"18 February 2015","O'Connor Cooperative School","Gov","Kindergarten","19"
"18 February 2015","Orana Steiner School","Non Gov","Year 2","51"
"18 February 2015","Orana Steiner School","Non Gov","Year 9","45"
"18 February 2015","Orana Steiner School","Non Gov","Year 8","46"
"18 February 2015","Orana Steiner School","Non Gov","Year 7","52"
"18 February 2015","Orana Steiner School","Non Gov","Year 6","56"
"18 February 2015","Orana Steiner School","Non Gov","Year 5","55"
"18 February 2015","Orana Steiner School","Non Gov","Year 4","53"
"18 February 2015","Orana Steiner School","Non Gov","Year 3","50"
"18 February 2015","Orana Steiner School","Non Gov","Year 12","14"
"18 February 2015","Orana Steiner School","Non Gov","Year 11","21"
"18 February 2015","Orana Steiner School","Non Gov","Year 10","33"
"18 February 2015","Orana Steiner School","Non Gov","Year 1","53"
"18 February 2015","Orana Steiner School","Non Gov","Preschool","70"
"18 February 2015","Orana Steiner School","Non Gov","Kindergarten","46"
"18 February 2015","Palmerston District Primary School","Gov","Year 6","46"
"18 February 2015","Palmerston District Primary School","Gov","Year 5","51"
"18 February 2015","Palmerston District Primary School","Gov","Year 4","40"
"18 February 2015","Palmerston District Primary School","Gov","Year 3","58"
"18 February 2015","Palmerston District Primary School","Gov","Year 2","64"
"18 February 2015","Palmerston District Primary School","Gov","Year 1","68"
"18 February 2015","Palmerston District Primary School","Gov","Preschool","97"
"18 February 2015","Palmerston District Primary School","Gov","Kindergarten","90"
"18 February 2015","Radford College","Non Gov","Year 9","178"
"18 February 2015","Radford College","Non Gov","Year 8","178"
"18 February 2015","Radford College","Non Gov","Year 7","178"
"18 February 2015","Radford College","Non Gov","Year 6","99"
"18 February 2015","Radford College","Non Gov","Year 5","96"
"18 February 2015","Radford College","Non Gov","Year 4","97"
"18 February 2015","Radford College","Non Gov","Year 3","96"
"18 February 2015","Radford College","Non Gov","Year 2","47"
"18 February 2015","Radford College","Non Gov","Year 12","165"
"18 February 2015","Radford College","Non Gov","Year 11","180"
"18 February 2015","Radford College","Non Gov","Year 10","179"
"18 February 2015","Radford College","Non Gov","Year 1","44"
"18 February 2015","Radford College","Non Gov","Preschool","44"
"18 February 2015","Radford College","Non Gov","Kindergarten","44"
"18 February 2015","Red Hill Primary School","Gov","Year 6","76"
"18 February 2015","Red Hill Primary School","Gov","Year 5","82"
"18 February 2015","Red Hill Primary School","Gov","Year 4","96"
"18 February 2015","Red Hill Primary School","Gov","Year 3","94"
"18 February 2015","Red Hill Primary School","Gov","Year 2","87"
"18 February 2015","Red Hill Primary School","Gov","Year 1","72"
"18 February 2015","Red Hill Primary School","Gov","Preschool","74"
"18 February 2015","Red Hill Primary School","Gov","Kindergarten","69"
"18 February 2015","Richardson Primary School","Gov","Year 6","16"
"18 February 2015","Richardson Primary School","Gov","Year 5","27"
"18 February 2015","Richardson Primary School","Gov","Year 4","20"
"18 February 2015","Richardson Primary School","Gov","Year 3","19"
"18 February 2015","Richardson Primary School","Gov","Year 2","25"
"18 February 2015","Richardson Primary School","Gov","Year 1","20"
"18 February 2015","Richardson Primary School","Gov","Preschool","42"
"18 February 2015","Richardson Primary School","Gov","Kindergarten","19"
"18 February 2015","Rosary Primary School","Non Gov","Year 6","54"
"18 February 2015","Rosary Primary School","Non Gov","Year 5","51"
"18 February 2015","Rosary Primary School","Non Gov","Year 4","51"
"18 February 2015","Rosary Primary School","Non Gov","Year 3","52"
"18 February 2015","Rosary Primary School","Non Gov","Year 2","47"
"18 February 2015","Rosary Primary School","Non Gov","Year 1","47"
"18 February 2015","Rosary Primary School","Non Gov","Kindergarten","45"
"18 February 2015","Sacred Heart Primary School","Non Gov","Year 6","36"
"18 February 2015","Sacred Heart Primary School","Non Gov","Year 5","40"
"18 February 2015","Sacred Heart Primary School","Non Gov","Year 4","38"
"18 February 2015","Sacred Heart Primary School","Non Gov","Year 3","63"
"18 February 2015","Sacred Heart Primary School","Non Gov","Year 2","60"
"18 February 2015","Sacred Heart Primary School","Non Gov","Year 1","58"
"18 February 2015","Sacred Heart Primary School","Non Gov","Kindergarten","49"
"18 February 2015","Southern Cross Early Childhood School","Gov","Year 2","26"
"18 February 2015","Southern Cross Early Childhood School","Gov","Year 1","47"
"18 February 2015","Southern Cross Early Childhood School","Gov","Preschool","91"
"18 February 2015","Southern Cross Early Childhood School","Gov","Kindergarten","50"
"18 February 2015","St Anthony's Parish Primary School","Non Gov","Year 6","62"
"18 February 2015","St Anthony's Parish Primary School","Non Gov","Year 5","47"
"18 February 2015","St Anthony's Parish Primary School","Non Gov","Year 4","63"
"18 February 2015","St Anthony's Parish Primary School","Non Gov","Year 3","76"
"18 February 2015","St Anthony's Parish Primary School","Non Gov","Year 2","68"
"18 February 2015","St Anthony's Parish Primary School","Non Gov","Year 1","78"
"18 February 2015","St Anthony's Parish Primary School","Non Gov","Kindergarten","55"
"18 February 2015","St Bede's Primary School","Non Gov","Year 6","24"
"18 February 2015","St Bede's Primary School","Non Gov","Year 5","15"
"18 February 2015","St Bede's Primary School","Non Gov","Year 4","19"
"18 February 2015","St Bede's Primary School","Non Gov","Year 3","30"
"18 February 2015","St Bede's Primary School","Non Gov","Year 2","29"
"18 February 2015","St Bede's Primary School","Non Gov","Year 1","28"
"18 February 2015","St Bede's Primary School","Non Gov","Kindergarten","30"
"18 February 2015","St Benedict's Primary School","Non Gov","Year 6","24"
"18 February 2015","St Benedict's Primary School","Non Gov","Year 5","20"
"18 February 2015","St Benedict's Primary School","Non Gov","Year 4","18"
"18 February 2015","St Benedict's Primary School","Non Gov","Year 3","23"
"18 February 2015","St Benedict's Primary School","Non Gov","Year 2","26"
"18 February 2015","St Benedict's Primary School","Non Gov","Year 1","26"
"18 February 2015","St Benedict's Primary School","Non Gov","Kindergarten","30"
"18 February 2015","St Clare of Assisi Primary School","Non Gov","Year 6","94"
"18 February 2015","St Clare of Assisi Primary School","Non Gov","Year 5","88"
"18 February 2015","St Clare of Assisi Primary School","Non Gov","Year 4","85"
"18 February 2015","St Clare of Assisi Primary School","Non Gov","Year 3","95"
"18 February 2015","St Clare of Assisi Primary School","Non Gov","Year 2","95"
"18 February 2015","St Clare of Assisi Primary School","Non Gov","Year 1","86"
"18 February 2015","St Clare of Assisi Primary School","Non Gov","Kindergarten","93"
"18 February 2015","St Clare's College","Non Gov","Year 9","199"
"18 February 2015","St Clare's College","Non Gov","Year 8","151"
"18 February 2015","St Clare's College","Non Gov","Year 7","184"
"18 February 2015","St Clare's College","Non Gov","Year 12","137"
"18 February 2015","St Clare's College","Non Gov","Year 11","159"
"18 February 2015","St Clare's College","Non Gov","Year 10","211"
"18 February 2015","St Edmund's College Canberra","Non Gov","Year 9","163"
"18 February 2015","St Edmund's College Canberra","Non Gov","Year 8","136"
"18 February 2015","St Edmund's College Canberra","Non Gov","Year 7","116"
"18 February 2015","St Edmund's College Canberra","Non Gov","Year 6","103"
"18 February 2015","St Edmund's College Canberra","Non Gov","Year 5","71"
"18 February 2015","St Edmund's College Canberra","Non Gov","Year 4","73"
"18 February 2015","St Edmund's College Canberra","Non Gov","Year 12","104"
"18 February 2015","St Edmund's College Canberra","Non Gov","Year 11","123"
"18 February 2015","St Edmund's College Canberra","Non Gov","Year 10","139"
"18 February 2015","St Francis of Assisi Primary School","Non Gov","Year 6","71"
"18 February 2015","St Francis of Assisi Primary School","Non Gov","Year 5","65"
"18 February 2015","St Francis of Assisi Primary School","Non Gov","Year 4","55"
"18 February 2015","St Francis of Assisi Primary School","Non Gov","Year 3","64"
"18 February 2015","St Francis of Assisi Primary School","Non Gov","Year 2","86"
"18 February 2015","St Francis of Assisi Primary School","Non Gov","Year 1","63"
"18 February 2015","St Francis of Assisi Primary School","Non Gov","Kindergarten","62"
"18 February 2015","St Francis Xavier College","Non Gov","Year 9","210"
"18 February 2015","St Francis Xavier College","Non Gov","Year 12","174"
"18 February 2015","St Francis Xavier College","Non Gov","Year 7","214"
